file,race,gender,age,condition,system,detected,confidence
val/3561.jpg,East Asian,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/3561.jpg,East Asian,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/3561.jpg,East Asian,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/3561.jpg,East Asian,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/1849.jpg,East Asian,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/1849.jpg,East Asian,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/1849.jpg,East Asian,Female,3-9,dim,DeepFace (RetinaFace),True,1.0
val/1849.jpg,East Asian,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/7047.jpg,East Asian,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/7047.jpg,East Asian,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/7047.jpg,East Asian,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/7047.jpg,East Asian,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/5663.jpg,East Asian,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/5663.jpg,East Asian,Male,20-29,standard,InsightFace (SCRFD),True,0.6343419551849365
val/5663.jpg,East Asian,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/5663.jpg,East Asian,Male,20-29,dim,InsightFace (SCRFD),True,0.6465683579444885
val/2278.jpg,East Asian,Female,10-19,standard,DeepFace (RetinaFace),True,1.0
val/2278.jpg,East Asian,Female,10-19,standard,InsightFace (SCRFD),False,0.0
val/2278.jpg,East Asian,Female,10-19,dim,DeepFace (RetinaFace),True,1.0
val/2278.jpg,East Asian,Female,10-19,dim,InsightFace (SCRFD),False,0.0
val/1644.jpg,East Asian,Female,10-19,standard,DeepFace (RetinaFace),True,1.0
val/1644.jpg,East Asian,Female,10-19,standard,InsightFace (SCRFD),False,0.0
val/1644.jpg,East Asian,Female,10-19,dim,DeepFace (RetinaFace),True,1.0
val/1644.jpg,East Asian,Female,10-19,dim,InsightFace (SCRFD),False,0.0
val/7350.jpg,East Asian,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/7350.jpg,East Asian,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/7350.jpg,East Asian,Female,3-9,dim,DeepFace (RetinaFace),True,1.0
val/7350.jpg,East Asian,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/360.jpg,East Asian,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/360.jpg,East Asian,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/360.jpg,East Asian,Female,3-9,dim,DeepFace (RetinaFace),True,1.0
val/360.jpg,East Asian,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/2141.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/2141.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/2141.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/2141.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/1834.jpg,East Asian,Female,40-49,standard,DeepFace (RetinaFace),True,1.0
val/1834.jpg,East Asian,Female,40-49,standard,InsightFace (SCRFD),False,0.0
val/1834.jpg,East Asian,Female,40-49,dim,DeepFace (RetinaFace),True,1.0
val/1834.jpg,East Asian,Female,40-49,dim,InsightFace (SCRFD),False,0.0
val/2485.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/2485.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/2485.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/2485.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/1147.jpg,East Asian,Female,more than 70,standard,DeepFace (RetinaFace),True,1.0
val/1147.jpg,East Asian,Female,more than 70,standard,InsightFace (SCRFD),False,0.0
val/1147.jpg,East Asian,Female,more than 70,dim,DeepFace (RetinaFace),True,1.0
val/1147.jpg,East Asian,Female,more than 70,dim,InsightFace (SCRFD),False,0.0
val/3743.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/3743.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/3743.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/3743.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/7445.jpg,East Asian,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/7445.jpg,East Asian,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/7445.jpg,East Asian,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/7445.jpg,East Asian,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/3406.jpg,East Asian,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/3406.jpg,East Asian,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/3406.jpg,East Asian,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/3406.jpg,East Asian,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/10313.jpg,East Asian,Male,3-9,standard,DeepFace (RetinaFace),True,1.0
val/10313.jpg,East Asian,Male,3-9,standard,InsightFace (SCRFD),False,0.0
val/10313.jpg,East Asian,Male,3-9,dim,DeepFace (RetinaFace),True,1.0
val/10313.jpg,East Asian,Male,3-9,dim,InsightFace (SCRFD),False,0.0
val/3180.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/3180.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/3180.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/3180.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/1290.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/1290.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),True,0.5463531017303467
val/1290.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/1290.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/4378.jpg,East Asian,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/4378.jpg,East Asian,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/4378.jpg,East Asian,Female,3-9,dim,DeepFace (RetinaFace),True,1.0
val/4378.jpg,East Asian,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/2199.jpg,East Asian,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/2199.jpg,East Asian,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/2199.jpg,East Asian,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/2199.jpg,East Asian,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/3321.jpg,East Asian,Male,0-2,standard,DeepFace (RetinaFace),True,1.0
val/3321.jpg,East Asian,Male,0-2,standard,InsightFace (SCRFD),False,0.0
val/3321.jpg,East Asian,Male,0-2,dim,DeepFace (RetinaFace),True,1.0
val/3321.jpg,East Asian,Male,0-2,dim,InsightFace (SCRFD),False,0.0
val/7567.jpg,East Asian,Female,50-59,standard,DeepFace (RetinaFace),True,1.0
val/7567.jpg,East Asian,Female,50-59,standard,InsightFace (SCRFD),False,0.0
val/7567.jpg,East Asian,Female,50-59,dim,DeepFace (RetinaFace),True,1.0
val/7567.jpg,East Asian,Female,50-59,dim,InsightFace (SCRFD),False,0.0
val/1769.jpg,East Asian,Male,10-19,standard,DeepFace (RetinaFace),True,1.0
val/1769.jpg,East Asian,Male,10-19,standard,InsightFace (SCRFD),False,0.0
val/1769.jpg,East Asian,Male,10-19,dim,DeepFace (RetinaFace),True,1.0
val/1769.jpg,East Asian,Male,10-19,dim,InsightFace (SCRFD),False,0.0
val/1847.jpg,East Asian,Female,40-49,standard,DeepFace (RetinaFace),True,1.0
val/1847.jpg,East Asian,Female,40-49,standard,InsightFace (SCRFD),False,0.0
val/1847.jpg,East Asian,Female,40-49,dim,DeepFace (RetinaFace),True,1.0
val/1847.jpg,East Asian,Female,40-49,dim,InsightFace (SCRFD),False,0.0
val/8008.jpg,East Asian,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/8008.jpg,East Asian,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/8008.jpg,East Asian,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/8008.jpg,East Asian,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/4313.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/4313.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/4313.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/4313.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/5839.jpg,East Asian,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/5839.jpg,East Asian,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/5839.jpg,East Asian,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/5839.jpg,East Asian,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/6672.jpg,East Asian,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/6672.jpg,East Asian,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/6672.jpg,East Asian,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/6672.jpg,East Asian,Male,20-29,dim,InsightFace (SCRFD),True,0.5309901833534241
val/837.jpg,East Asian,Male,0-2,standard,DeepFace (RetinaFace),True,1.0
val/837.jpg,East Asian,Male,0-2,standard,InsightFace (SCRFD),False,0.0
val/837.jpg,East Asian,Male,0-2,dim,DeepFace (RetinaFace),True,1.0
val/837.jpg,East Asian,Male,0-2,dim,InsightFace (SCRFD),False,0.0
val/3027.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/3027.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/3027.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/3027.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/8697.jpg,East Asian,Female,10-19,standard,DeepFace (RetinaFace),True,1.0
val/8697.jpg,East Asian,Female,10-19,standard,InsightFace (SCRFD),False,0.0
val/8697.jpg,East Asian,Female,10-19,dim,DeepFace (RetinaFace),True,1.0
val/8697.jpg,East Asian,Female,10-19,dim,InsightFace (SCRFD),False,0.0
val/8399.jpg,East Asian,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/8399.jpg,East Asian,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/8399.jpg,East Asian,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/8399.jpg,East Asian,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/10472.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/10472.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/10472.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/10472.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/8646.jpg,East Asian,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/8646.jpg,East Asian,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/8646.jpg,East Asian,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/8646.jpg,East Asian,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/2249.jpg,East Asian,Male,3-9,standard,DeepFace (RetinaFace),True,1.0
val/2249.jpg,East Asian,Male,3-9,standard,InsightFace (SCRFD),False,0.0
val/2249.jpg,East Asian,Male,3-9,dim,DeepFace (RetinaFace),True,1.0
val/2249.jpg,East Asian,Male,3-9,dim,InsightFace (SCRFD),False,0.0
val/3954.jpg,East Asian,Female,10-19,standard,DeepFace (RetinaFace),True,1.0
val/3954.jpg,East Asian,Female,10-19,standard,InsightFace (SCRFD),False,0.0
val/3954.jpg,East Asian,Female,10-19,dim,DeepFace (RetinaFace),True,1.0
val/3954.jpg,East Asian,Female,10-19,dim,InsightFace (SCRFD),False,0.0
val/9353.jpg,East Asian,Female,10-19,standard,DeepFace (RetinaFace),True,1.0
val/9353.jpg,East Asian,Female,10-19,standard,InsightFace (SCRFD),False,0.0
val/9353.jpg,East Asian,Female,10-19,dim,DeepFace (RetinaFace),True,1.0
val/9353.jpg,East Asian,Female,10-19,dim,InsightFace (SCRFD),False,0.0
val/102.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/102.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/102.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/102.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/6736.jpg,East Asian,Female,40-49,standard,DeepFace (RetinaFace),True,1.0
val/6736.jpg,East Asian,Female,40-49,standard,InsightFace (SCRFD),False,0.0
val/6736.jpg,East Asian,Female,40-49,dim,DeepFace (RetinaFace),True,1.0
val/6736.jpg,East Asian,Female,40-49,dim,InsightFace (SCRFD),False,0.0
val/1424.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/1424.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/1424.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/1424.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/2787.jpg,East Asian,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/2787.jpg,East Asian,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/2787.jpg,East Asian,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/2787.jpg,East Asian,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/288.jpg,East Asian,Female,60-69,standard,DeepFace (RetinaFace),True,1.0
val/288.jpg,East Asian,Female,60-69,standard,InsightFace (SCRFD),False,0.0
val/288.jpg,East Asian,Female,60-69,dim,DeepFace (RetinaFace),True,1.0
val/288.jpg,East Asian,Female,60-69,dim,InsightFace (SCRFD),False,0.0
val/6305.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/6305.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/6305.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/6305.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/6706.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/6706.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/6706.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/6706.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/5143.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/5143.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/5143.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/5143.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/1958.jpg,East Asian,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/1958.jpg,East Asian,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/1958.jpg,East Asian,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/1958.jpg,East Asian,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/10482.jpg,East Asian,Male,60-69,standard,DeepFace (RetinaFace),True,1.0
val/10482.jpg,East Asian,Male,60-69,standard,InsightFace (SCRFD),False,0.0
val/10482.jpg,East Asian,Male,60-69,dim,DeepFace (RetinaFace),True,1.0
val/10482.jpg,East Asian,Male,60-69,dim,InsightFace (SCRFD),False,0.0
val/2989.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/2989.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/2989.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/2989.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/4918.jpg,East Asian,Female,10-19,standard,DeepFace (RetinaFace),True,1.0
val/4918.jpg,East Asian,Female,10-19,standard,InsightFace (SCRFD),False,0.0
val/4918.jpg,East Asian,Female,10-19,dim,DeepFace (RetinaFace),True,1.0
val/4918.jpg,East Asian,Female,10-19,dim,InsightFace (SCRFD),False,0.0
val/3293.jpg,East Asian,Male,3-9,standard,DeepFace (RetinaFace),True,1.0
val/3293.jpg,East Asian,Male,3-9,standard,InsightFace (SCRFD),False,0.0
val/3293.jpg,East Asian,Male,3-9,dim,DeepFace (RetinaFace),True,1.0
val/3293.jpg,East Asian,Male,3-9,dim,InsightFace (SCRFD),False,0.0
val/834.jpg,East Asian,Male,3-9,standard,DeepFace (RetinaFace),True,1.0
val/834.jpg,East Asian,Male,3-9,standard,InsightFace (SCRFD),False,0.0
val/834.jpg,East Asian,Male,3-9,dim,DeepFace (RetinaFace),True,1.0
val/834.jpg,East Asian,Male,3-9,dim,InsightFace (SCRFD),False,0.0
val/4251.jpg,East Asian,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/4251.jpg,East Asian,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/4251.jpg,East Asian,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/4251.jpg,East Asian,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/5768.jpg,East Asian,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/5768.jpg,East Asian,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/5768.jpg,East Asian,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/5768.jpg,East Asian,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/8791.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,0.99
val/8791.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/8791.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/8791.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/1382.jpg,East Asian,Male,20-29,standard,DeepFace (RetinaFace),True,0.99
val/1382.jpg,East Asian,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/1382.jpg,East Asian,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/1382.jpg,East Asian,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/1411.jpg,East Asian,Female,40-49,standard,DeepFace (RetinaFace),True,1.0
val/1411.jpg,East Asian,Female,40-49,standard,InsightFace (SCRFD),False,0.0
val/1411.jpg,East Asian,Female,40-49,dim,DeepFace (RetinaFace),True,1.0
val/1411.jpg,East Asian,Female,40-49,dim,InsightFace (SCRFD),False,0.0
val/7654.jpg,East Asian,Female,10-19,standard,DeepFace (RetinaFace),True,1.0
val/7654.jpg,East Asian,Female,10-19,standard,InsightFace (SCRFD),False,0.0
val/7654.jpg,East Asian,Female,10-19,dim,DeepFace (RetinaFace),True,1.0
val/7654.jpg,East Asian,Female,10-19,dim,InsightFace (SCRFD),False,0.0
val/3939.jpg,East Asian,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/3939.jpg,East Asian,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/3939.jpg,East Asian,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/3939.jpg,East Asian,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/7218.jpg,East Asian,Male,3-9,standard,DeepFace (RetinaFace),True,1.0
val/7218.jpg,East Asian,Male,3-9,standard,InsightFace (SCRFD),False,0.0
val/7218.jpg,East Asian,Male,3-9,dim,DeepFace (RetinaFace),True,1.0
val/7218.jpg,East Asian,Male,3-9,dim,InsightFace (SCRFD),False,0.0
val/5046.jpg,East Asian,Male,10-19,standard,DeepFace (RetinaFace),True,1.0
val/5046.jpg,East Asian,Male,10-19,standard,InsightFace (SCRFD),False,0.0
val/5046.jpg,East Asian,Male,10-19,dim,DeepFace (RetinaFace),True,1.0
val/5046.jpg,East Asian,Male,10-19,dim,InsightFace (SCRFD),False,0.0
val/621.jpg,East Asian,Male,60-69,standard,DeepFace (RetinaFace),True,1.0
val/621.jpg,East Asian,Male,60-69,standard,InsightFace (SCRFD),False,0.0
val/621.jpg,East Asian,Male,60-69,dim,DeepFace (RetinaFace),True,1.0
val/621.jpg,East Asian,Male,60-69,dim,InsightFace (SCRFD),False,0.0
val/10871.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/10871.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/10871.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/10871.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/294.jpg,East Asian,Male,more than 70,standard,DeepFace (RetinaFace),True,1.0
val/294.jpg,East Asian,Male,more than 70,standard,InsightFace (SCRFD),False,0.0
val/294.jpg,East Asian,Male,more than 70,dim,DeepFace (RetinaFace),True,1.0
val/294.jpg,East Asian,Male,more than 70,dim,InsightFace (SCRFD),False,0.0
val/440.jpg,East Asian,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/440.jpg,East Asian,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/440.jpg,East Asian,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/440.jpg,East Asian,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/4210.jpg,East Asian,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/4210.jpg,East Asian,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/4210.jpg,East Asian,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/4210.jpg,East Asian,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/484.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/484.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/484.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/484.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/6814.jpg,East Asian,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/6814.jpg,East Asian,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/6814.jpg,East Asian,Female,3-9,dim,DeepFace (RetinaFace),True,1.0
val/6814.jpg,East Asian,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/3440.jpg,East Asian,Female,40-49,standard,DeepFace (RetinaFace),True,1.0
val/3440.jpg,East Asian,Female,40-49,standard,InsightFace (SCRFD),False,0.0
val/3440.jpg,East Asian,Female,40-49,dim,DeepFace (RetinaFace),True,1.0
val/3440.jpg,East Asian,Female,40-49,dim,InsightFace (SCRFD),False,0.0
val/1009.jpg,East Asian,Male,10-19,standard,DeepFace (RetinaFace),True,1.0
val/1009.jpg,East Asian,Male,10-19,standard,InsightFace (SCRFD),False,0.0
val/1009.jpg,East Asian,Male,10-19,dim,DeepFace (RetinaFace),True,1.0
val/1009.jpg,East Asian,Male,10-19,dim,InsightFace (SCRFD),False,0.0
val/1824.jpg,East Asian,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/1824.jpg,East Asian,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/1824.jpg,East Asian,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/1824.jpg,East Asian,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/6294.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/6294.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/6294.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/6294.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/1649.jpg,East Asian,Male,10-19,standard,DeepFace (RetinaFace),True,1.0
val/1649.jpg,East Asian,Male,10-19,standard,InsightFace (SCRFD),False,0.0
val/1649.jpg,East Asian,Male,10-19,dim,DeepFace (RetinaFace),True,1.0
val/1649.jpg,East Asian,Male,10-19,dim,InsightFace (SCRFD),False,0.0
val/9796.jpg,East Asian,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/9796.jpg,East Asian,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/9796.jpg,East Asian,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/9796.jpg,East Asian,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/6824.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/6824.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/6824.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/6824.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/5245.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/5245.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/5245.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/5245.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/1546.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/1546.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/1546.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/1546.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/7561.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/7561.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/7561.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/7561.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/4859.jpg,East Asian,Male,10-19,standard,DeepFace (RetinaFace),True,1.0
val/4859.jpg,East Asian,Male,10-19,standard,InsightFace (SCRFD),False,0.0
val/4859.jpg,East Asian,Male,10-19,dim,DeepFace (RetinaFace),True,1.0
val/4859.jpg,East Asian,Male,10-19,dim,InsightFace (SCRFD),False,0.0
val/1291.jpg,East Asian,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/1291.jpg,East Asian,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/1291.jpg,East Asian,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/1291.jpg,East Asian,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/7530.jpg,East Asian,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/7530.jpg,East Asian,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/7530.jpg,East Asian,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/7530.jpg,East Asian,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/4516.jpg,East Asian,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/4516.jpg,East Asian,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/4516.jpg,East Asian,Female,3-9,dim,DeepFace (RetinaFace),True,1.0
val/4516.jpg,East Asian,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/2100.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/2100.jpg,East Asian,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/2100.jpg,East Asian,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/2100.jpg,East Asian,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/8690.jpg,East Asian,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
